Game Pitch,Pitch Created At,PitchID,Pitch Type,Is Strike,PlateLocSide (CM),PlateLocHeight (CM),RelSpeed (KMH),SpinRate,TrueSpinRelease,Spin Efficiency,Spin Direction,InducedVertBreak (CM),HorzBreak (CM),HorzRelAngle,VertRelAngle,RelHeight (Meters),RelSide (Meters),Gyro Degree (deg),Right Hand Spin Direction,Right Hand Total Spin,Left Hand Spin Direction,Left Hand Total Spin,IntentType,Pitcher First Name,,Device Serial Number,Latitude,Longitude,VerticalSSWBreak (Meters),HorizontalSSWBreak (Meters),Flagged
68,01-17-2026 02:52:15,1768618335,FB,Y,1,53,136.3,2174,2088,96,1:34,49.4,34.1,3.2,-2.9,1.7,0.6,16,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
67,01-17-2026 02:52:06,1768618326,FB,Y,-13,84,144.7,1028,1003,97,2:54,72.0,33.8,3.7,-2.4,1.7,0.6,-12,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
66,01-17-2026 02:51:55,1768618315,FB,N,-9,42,135.0,0,0,0,12:0,64.6,25.8,3.0,-4.3,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
65,01-17-2026 02:51:45,1768618305,FB,N,3,138,144.3,0,0,0,12:0,68.6,25.9,2.4,-0.2,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
64,01-17-2026 02:51:36,1768618296,FB,Y,-4,78,137.2,0,0,0,12:0,70.2,32.9,3.1,-4.0,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
63,01-17-2026 02:51:27,1768618287,FB,Y,3,98,139.3,2643,2105,79,12:48,53.6,40.2,3.1,-1.2,1.7,0.5,-37,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
62,01-17-2026 02:51:17,1768618277,FB,N,36,92,143.9,0,0,0,12:0,68.5,56.5,2.6,-3.0,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
61,01-17-2026 02:51:09,1768618269,FB,Y,11,54,133.2,0,0,0,12:0,37.5,36.1,2.7,-2.4,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
60,01-17-2026 02:51:01,1768618261,FB,Y,-15,92,135.6,0,0,0,12:0,55.1,23.6,3.2,-1.4,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
59,01-17-2026 02:50:08,1768618208,FB,Y,-21,91,133.4,0,0,0,12:0,43.6,15.1,3.0,-1.3,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
58,01-17-2026 02:49:59,1768618199,FB,Y,-7,80,132.9,2322,2239,96,1:0,59.5,27.2,3.0,-2.1,1.7,0.5,15,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
57,01-17-2026 02:49:49,1768618189,FB,Y,-21,54,131.9,2761,2624,95,1:24,63.5,32.2,3.5,-3.3,1.7,0.4,-18,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
56,01-17-2026 02:49:21,1768618161,FB,N,-30,29,134.5,0,0,0,12:0,42.7,27.5,3.7,-3.0,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
55,01-17-2026 02:49:11,1768618151,FB,N,27,86,137.7,2328,2271,97,1:4,46.7,29.9,1.8,-1.0,1.7,0.5,12,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
54,01-17-2026 02:49:02,1768618142,FB,Y,4,86,140.2,2692,2023,75,12:8,42.1,45.5,3.3,-1.2,1.7,0.5,-41,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
53,01-17-2026 02:48:52,1768618132,FB,N,-40,80,133.5,2324,2173,93,12:58,76.2,20.7,4.0,-3.0,1.8,0.5,20,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
52,01-17-2026 02:48:42,1768618122,FB,Y,-12,89,141.5,0,0,0,12:0,53.3,35.6,3.5,-3.0,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
51,01-17-2026 02:48:32,1768618112,FB,Y,-9,56,141.1,1771,1592,89,1:48,0.0,38.7,3.5,-4.7,1.8,0.5,-25,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
50,01-17-2026 02:48:22,1768618102,FB,Y,0,74,133.7,0,0,0,12:0,69.4,40.4,3.2,-2.7,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
49,01-17-2026 02:48:12,1768618092,FB,Y,-1,80,144.6,0,0,0,12:0,62.0,39.5,3.5,-2.0,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
48,01-17-2026 02:48:02,1768618082,FB,N,9,114,133.9,0,0,0,12:0,34.6,39.1,2.8,0.1,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
47,01-17-2026 02:47:51,1768618071,FB,Y,-24,61,138.8,1585,603,38,2:34,70.3,35.3,4.0,-3.3,1.7,0.5,-67,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
46,01-17-2026 02:47:42,1768618062,FB,Y,-14,93,140.2,2593,1929,74,12:48,59.4,31.8,3.5,-1.7,1.7,0.5,-41,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
45,01-17-2026 02:47:33,1768618053,FB,Y,25,96,140.3,0,0,0,12:0,66.7,38.1,2.4,-1.7,1.8,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
44,01-17-2026 02:47:24,1768618044,FB,Y,-18,80,133.8,0,0,0,12:0,58.7,40.6,4.0,-2.0,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
43,01-17-2026 02:46:54,1768618014,FB,Y,-13,93,132.0,0,0,0,12:0,24.1,40.1,3.7,0.0,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
42,01-17-2026 02:46:46,1768618006,FB,Y,-13,61,138.2,0,0,0,12:0,61.0,38.9,3.7,-2.9,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
41,01-17-2026 02:46:13,1768617973,FB,N,-40,67,137.0,1834,1649,89,1:42,75.3,30.8,4.3,-3.0,1.8,0.5,-25,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
40,01-17-2026 02:45:54,1768617954,FB,N,-42,86,133.5,2811,2810,99,12:38,49.4,35.7,4.6,-1.5,1.7,0.5,1,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
39,01-17-2026 02:45:44,1768617944,FB,N,28,88,133.8,0,0,0,12:0,44.1,47.3,2.7,-1.1,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
38,01-17-2026 02:45:35,1768617935,FB,Y,-20,58,135.6,0,0,0,12:0,55.0,33.2,3.8,-2.3,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
37,01-17-2026 02:45:26,1768617926,FB,N,-35,55,135.3,2212,2140,96,12:58,51.7,36.0,4.3,-2.5,1.7,0.5,14,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
36,01-17-2026 02:45:15,1768617915,FB,N,-30,113,133.6,2072,1958,94,1:2,55.0,24.9,3.8,-0.3,1.7,0.5,19,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
35,01-17-2026 02:45:06,1768617906,FB,Y,-13,69,130.9,0,0,0,12:0,68.4,40.1,3.9,-2.9,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
34,01-17-2026 02:44:56,1768617896,FB,Y,-13,100,137.5,0,0,0,12:0,40.9,41.5,3.9,-0.5,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
33,01-17-2026 02:44:47,1768617887,FB,N,7,109,130.8,0,0,0,12:0,41.0,30.2,2.8,-0.3,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
32,01-17-2026 02:44:37,1768617877,FB,Y,-7,59,134.0,2197,2129,96,12:56,64.9,34.2,3.5,-2.7,1.7,0.6,14,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
31,01-17-2026 02:44:29,1768617869,FB,Y,3,50,125.0,2223,2136,96,1:18,63.0,60.9,4.1,-3.0,1.7,0.6,16,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
30,01-17-2026 02:44:20,1768617860,FB,Y,3,75,136.7,0,0,0,12:0,52.8,44.1,3.2,-2.1,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
29,01-17-2026 02:44:10,1768617850,FB,Y,-6,102,143.2,2230,2111,94,12:44,56.8,30.7,3.2,-1.1,1.7,0.5,18,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
28,01-17-2026 02:43:59,1768617839,FB,N,-58,27,141.8,0,0,0,12:0,49.9,46.4,5.5,-3.9,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
27,01-17-2026 02:43:52,1768617832,FB,Y,14,78,140.2,0,0,0,12:0,75.9,36.7,2.7,-1.8,1.6,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
26,01-17-2026 02:43:42,1768617822,FB,Y,-6,99,136.7,0,0,0,12:0,71.2,35.9,3.1,-2.1,1.8,0.4,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
25,01-17-2026 02:43:21,1768617801,FB,Y,0,77,139.0,0,0,0,12:0,46.9,39.4,3.2,-2.0,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
24,01-17-2026 02:43:12,1768617792,FB,N,-8,37,138.5,0,0,0,12:0,42.2,39.2,3.5,-3.0,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
23,01-17-2026 02:42:59,1768617779,FB,N,-48,73,131.7,0,0,0,12:0,0.0,24.9,4.5,-5.3,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
22,01-17-2026 02:42:38,1768617758,FB,N,42,118,136.7,0,0,0,12:0,63.4,51.3,2.4,-0.7,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
21,01-17-2026 02:42:29,1768617749,FB,N,14,109,136.6,2362,2299,97,1:20,75.4,35.5,2.7,-1.5,1.7,0.5,13,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
20,01-17-2026 02:42:21,1768617741,FB,Y,-11,92,141.3,0,0,0,12:0,40.5,45.6,4.1,-1.0,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
19,01-17-2026 02:42:11,1768617731,FB,N,11,45,135.9,1634,1618,99,2:0,73.1,48.9,3.5,-3.9,1.8,0.6,8,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
18,01-17-2026 02:42:03,1768617723,FB,Y,10,95,141.9,0,0,0,12:0,48.8,42.7,3.3,-2.2,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
17,01-17-2026 02:41:45,1768617705,FB,Y,-4,51,139.2,0,0,0,12:0,63.1,38.0,3.6,-3.5,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
16,01-17-2026 02:41:35,1768617695,FB,N,47,127,137.9,0,0,0,12:0,38.3,30.2,1.4,0.3,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
15,01-17-2026 02:41:27,1768617687,FB,Y,8,82,132.0,0,0,0,12:0,62.6,53.9,3.7,-2.3,1.8,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
14,01-17-2026 02:41:18,1768617678,FB,Y,16,55,133.8,1756,1736,98,12:14,64.5,41.7,3.2,-3.4,1.7,0.6,8,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
13,01-17-2026 02:41:09,1768617669,FB,N,39,46,130.3,0,0,0,12:0,75.6,61.6,2.7,-4.1,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
12,01-17-2026 02:40:50,1768617650,FB,Y,-13,57,136.5,0,0,0,12:0,49.3,41.7,3.9,-2.7,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
11,01-17-2026 02:40:40,1768617640,FB,Y,13,63,130.6,0,0,0,12:0,58.3,40.2,3.0,-2.3,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
10,01-17-2026 02:40:31,1768617631,FB,N,-32,77,133.2,0,0,0,12:0,42.6,20.0,3.8,-1.1,1.7,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
9,01-17-2026 02:40:23,1768617623,FB,N,64,111,132.9,0,0,0,12:0,52.5,41.5,1.3,-0.7,1.8,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
8,01-17-2026 02:40:14,1768617614,FB,Y,10,104,138.6,1028,851,82,1:52,61.7,29.2,2.5,-1.7,1.8,0.5,-34,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
7,01-17-2026 02:39:56,1768617596,FB,N,59,54,133.2,0,0,0,12:0,52.7,53.2,1.8,-2.9,1.8,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
6,01-17-2026 02:39:47,1768617587,FB,N,28,83,139.4,1086,988,90,12:48,67.2,44.3,2.5,-2.2,1.8,0.5,-24,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
5,01-17-2026 02:39:39,1768617579,FB,Y,23,94,140.6,0,0,0,12:0,57.3,43.6,2.7,-2.4,1.8,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
4,01-17-2026 02:39:30,1768617570,FB,Y,7,100,135.7,0,0,0,12:0,65.1,40.2,3.1,-1.7,1.8,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
3,01-17-2026 02:39:22,1768617562,FB,N,-26,112,139.0,0,0,0,12:0,68.1,32.9,4.0,-1.2,1.7,0.5,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
2,01-17-2026 02:39:14,1768617554,FB,Y,22,104,140.9,1669,1587,95,12:34,70.4,40.6,2.6,-1.7,1.8,0.5,17,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
1,01-17-2026 02:38:57,1768617537,FB,N,57,58,132.6,0,0,0,12:0,46.6,53.3,2.1,-2.4,1.8,0.6,0,0:0,0.00000,0:0,0.00000,high_intent,齋藤士龍,,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
